cost_key,technology,year,base_year,capex,capex_unit,nominal_basis,discount_rate,lifetime_years,fom_fraction,capital_cost,capital_cost_unit,marginal_cost,marginal_cost_unit,efficiency,max_hours,efficiency_store,efficiency_dispatch,standing_loss,co2_emissions,annual_change,capex_annual_change,capital_cost_annual_change,marginal_cost_annual_change,co2_emissions_annual_change,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,source,source_url,fx_rate_usd_per_eur,fx_source_url,notes
hydro_run_of_river_canterbury_clarence_hydro_waiau_diversions,hydro_run_of_river,2025,2025,,,MW_e generator capacity,,,,499288.520310,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,74.419592,0.000000,3600,9.527977,422.974174,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clarence hydro: Waiau Diversions; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6042488.202810.
hydro_run_of_river_canterbury_clarence_hydro_waiau_diversions,hydro_run_of_river,2030,2030,,,MW_e generator capacity,,,,499288.520310,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,74.419592,0.000000,3600,9.527977,422.974174,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clarence hydro: Waiau Diversions; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6042488.202810.
hydro_run_of_river_canterbury_clarence_hydro_waiau_diversions,hydro_run_of_river,2040,2040,,,MW_e generator capacity,,,,499288.520310,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,74.419592,0.000000,3600,9.527977,422.974174,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clarence hydro: Waiau Diversions; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6042488.202810.
hydro_run_of_river_canterbury_clarence_hydro_waiau_diversions,hydro_run_of_river,2050,2050,,,MW_e generator capacity,,,,499288.520310,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,74.419592,0.000000,3600,9.527977,422.974174,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clarence hydro: Waiau Diversions; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6042488.202810.
hydro_run_of_river_canterbury_potts_river_hydro,hydro_run_of_river,2025,2025,,,MW_e generator capacity,,,,510740.113323,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,9.527977,216.251075,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Potts River hydro; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6178602.156620.
hydro_run_of_river_canterbury_potts_river_hydro,hydro_run_of_river,2030,2030,,,MW_e generator capacity,,,,510740.113323,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,9.527977,216.251075,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Potts River hydro; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6178602.156620.
hydro_run_of_river_canterbury_potts_river_hydro,hydro_run_of_river,2040,2040,,,MW_e generator capacity,,,,510740.113323,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,9.527977,216.251075,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Potts River hydro; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6178602.156620.
hydro_run_of_river_canterbury_potts_river_hydro,hydro_run_of_river,2050,2050,,,MW_e generator capacity,,,,510740.113323,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,9.527977,216.251075,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Potts River hydro; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6178602.156620.
hydro_run_of_river_canterbury_rakaia_river_dam,hydro_run_of_river,2025,2025,,,MW_e generator capacity,,,,792004.981351,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,8.479899,27.258138,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rakaia River dam; status=Potential; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=9086046.156260.
hydro_run_of_river_canterbury_rakaia_river_dam,hydro_run_of_river,2030,2030,,,MW_e generator capacity,,,,792004.981351,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,8.479899,27.258138,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rakaia River dam; status=Potential; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=9086046.156260.
hydro_run_of_river_canterbury_rakaia_river_dam,hydro_run_of_river,2040,2040,,,MW_e generator capacity,,,,792004.981351,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,8.479899,27.258138,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rakaia River dam; status=Potential; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=9086046.156260.
hydro_run_of_river_canterbury_rakaia_river_dam,hydro_run_of_river,2050,2050,,,MW_e generator capacity,,,,792004.981351,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,8.479899,27.258138,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rakaia River dam; status=Potential; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=9086046.156260.
hydro_storage_canterbury_christchurch_hydro_scheme_embedded,hydro_storage,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Christchurch hydro scheme (embedded); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_christchurch_hydro_scheme_embedded,hydro_storage,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Christchurch hydro scheme (embedded); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_christchurch_hydro_scheme_embedded,hydro_storage,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Christchurch hydro scheme (embedded); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_christchurch_hydro_scheme_embedded,hydro_storage,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,153.132623,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Christchurch hydro scheme (embedded); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_coleridge,hydro_storage,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.055188,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Coleridge; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_coleridge,hydro_storage,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.055188,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Coleridge; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_coleridge,hydro_storage,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.055188,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Coleridge; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_coleridge,hydro_storage,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.055188,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Coleridge; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_waitaki_hydro_scheme,hydro_storage,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,61.375719,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waitaki hydro scheme; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_waitaki_hydro_scheme,hydro_storage,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,61.375719,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waitaki hydro scheme; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_waitaki_hydro_scheme,hydro_storage,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,61.375719,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waitaki hydro scheme; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_canterbury_waitaki_hydro_scheme,hydro_storage,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,61.375719,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waitaki hydro scheme; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_canterbury_brookside_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,150223.433732,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.050000,78.589326,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Brookside solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1571786.521739.
solar_canterbury_brookside_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,150223.433732,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.050000,78.589326,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Brookside solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1571786.521739.
solar_canterbury_brookside_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,150223.433732,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.050000,78.589326,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Brookside solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1571786.521739.
solar_canterbury_brookside_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,150223.433732,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.050000,78.589326,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Brookside solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1571786.521739.
solar_canterbury_clandeboye_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,174978.490726,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,17.280000,50.732272,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clandeboye solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1878973.043478.
solar_canterbury_clandeboye_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,174978.490726,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,17.280000,50.732272,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clandeboye solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1878973.043478.
solar_canterbury_clandeboye_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,174978.490726,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,17.280000,50.732272,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clandeboye solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1878973.043478.
solar_canterbury_clandeboye_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,174978.490726,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,17.280000,50.732272,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Clandeboye solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1878973.043478.
solar_canterbury_dunsandel_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,145606.685391,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.050000,90.869826,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Dunsandel solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1514497.101449.
